"N°Stock Mouvement","Date Mouvement","Nature Mouvement","Quantité Mouvement"
15261,2022-01-07,2,130.00
15253,2022-01-07,2,64.00
15263,2022-01-07,2,8.00
15262,2022-01-07,2,40.00
15255,2022-01-07,2,4.00
15258,2022-01-07,2,80.00
16068,2022-01-11,2,43.90
16071,2022-01-11,2,3.20
16069,2022-01-11,2,73.70
16067,2022-01-11,2,12.80
16066,2022-01-11,2,28.20
16064,2022-01-11,2,14.40
16072,2022-01-11,2,42.30
16073,2022-01-11,2,15.70
16074,2022-01-11,2,9.60
16075,2022-01-11,2,61.50
16076,2022-01-11,2,87.80
16078,2022-01-11,2,91.00
16065,2022-01-11,2,88.40
16077,2022-01-11,2,94.20
16070,2022-01-11,2,72.10
15267,2022-01-12,2,18.00
15273,2022-01-12,2,117.00
15264,2022-01-12,2,12.00
15272,2022-01-12,2,40.00
15271,2022-01-12,2,60.00
15270,2022-01-12,2,70.00
15268,2022-01-12,2,30.00
15265,2022-01-12,2,55.00
15269,2022-01-12,2,18.00
15266,2022-01-12,2,12.00
15324,2022-01-14,2,74.00
15326,2022-01-14,2,100.00
15327,2022-01-14,2,12.00
15328,2022-01-14,2,23.00
15329,2022-01-14,2,8.00
15330,2022-01-14,2,12.00
15331,2022-01-14,2,48.00
15322,2022-01-14,2,48.00
15333,2022-01-14,2,100.00
15323,2022-01-14,2,24.00
15334,2022-01-14,2,12.00
15335,2022-01-14,2,30.00
15336,2022-01-14,2,60.00
15337,2022-01-14,2,8.00
15338,2022-01-14,2,40.00
15339,2022-01-14,2,70.00
15340,2022-01-14,2,104.00
15341,2022-01-14,2,30.00
15332,2022-01-14,2,24.00
15325,2022-01-14,2,30.00
15321,2022-01-14,2,12.00
16088,2022-01-18,2,88.62
16080,2022-01-18,2,9.00
16081,2022-01-18,2,28.95
16082,2022-01-18,2,32.40
16083,2022-01-18,2,34.24
16084,2022-01-18,2,47.55
16085,2022-01-18,2,38.60
16087,2022-01-18,2,43.26
16089,2022-01-18,2,132.80
16086,2022-01-18,2,2.20
16079,2022-01-18,2,40.40
15357,2022-01-19,2,120.00
15350,2022-01-19,2,32.00
15352,2022-01-19,2,48.00
15353,2022-01-19,2,5.00
15354,2022-01-19,2,30.00
15355,2022-01-19,2,80.00
15349,2022-01-19,2,4.00
15348,2022-01-19,2,16.00
15358,2022-01-19,2,130.00
15359,2022-01-19,2,20.00
15360,2022-01-19,2,4.00
15361,2022-01-19,2,2.00
15362,2022-01-19,2,2.00
15356,2022-01-19,2,16.00
15346,2022-01-19,2,5.00
15347,2022-01-19,2,46.00
15345,2022-01-19,2,48.00
15344,2022-01-19,2,92.50
15343,2022-01-19,2,24.00
15342,2022-01-19,2,32.00
15351,2022-01-19,2,42.00
15381,2022-01-21,2,32.00
15371,2022-01-21,2,32.00
15373,2022-01-21,2,12.00
15375,2022-01-21,2,60.00
15376,2022-01-21,2,40.00
15377,2022-01-21,2,4.00
15378,2022-01-21,2,12.00
15370,2022-01-21,2,69.00
15380,2022-01-21,2,80.00
15372,2022-01-21,2,4.00
15382,2022-01-21,2,130.00
15383,2022-01-21,2,117.00
15384,2022-01-21,2,30.00
15385,2022-01-21,2,4.00
15379,2022-01-21,2,36.00
15368,2022-01-21,2,40.00
15367,2022-01-21,2,40.00
15366,2022-01-21,2,74.00
15365,2022-01-21,2,36.00
15364,2022-01-21,2,48.00
15363,2022-01-21,2,12.00
15374,2022-01-21,2,48.00
15369,2022-01-21,2,12.00
16093,2022-01-25,2,63.30
16099,2022-01-25,2,73.40
16097,2022-01-25,2,8.68
16098,2022-01-25,2,71.00
16094,2022-01-25,2,142.00
16096,2022-01-25,2,12.20
16092,2022-01-25,2,4.20
16091,2022-01-25,2,68.72
16090,2022-01-25,2,4.80
16095,2022-01-25,2,7.10
15405,2022-01-26,2,8.00
15401,2022-01-26,2,4.00
15402,2022-01-26,2,8.00
15403,2022-01-26,2,12.00
15404,2022-01-26,2,80.00
15406,2022-01-26,2,90.00
15407,2022-01-26,2,104.00
15408,2022-01-26,2,20.00
15409,2022-01-26,2,4.00
15400,2022-01-26,2,32.00
15386,2022-01-26,2,12.00
15389,2022-01-26,2,92.50
15399,2022-01-26,2,66.00
15387,2022-01-26,2,48.00
15390,2022-01-26,2,20.00
15391,2022-01-26,2,32.00
15392,2022-01-26,2,8.00
15398,2022-01-26,2,48.00
15394,2022-01-26,2,5.00
15395,2022-01-26,2,8.00
15396,2022-01-26,2,4.00
15397,2022-01-26,2,12.00
15393,2022-01-26,2,115.00
15388,2022-01-26,2,12.00
15423,2022-01-28,2,32.00
15424,2022-01-28,2,4.00
15425,2022-01-28,2,12.00
15426,2022-01-28,2,15.00
15428,2022-01-28,2,16.00
15431,2022-01-28,2,30.00
15422,2022-01-28,2,84.00
15427,2022-01-28,2,70.00
15430,2022-01-28,2,130.00
15414,2022-01-28,2,30.00
15421,2022-01-28,2,48.00
15411,2022-01-28,2,48.00
15410,2022-01-28,2,12.00
15429,2022-01-28,2,110.00
15413,2022-01-28,2,111.00
15412,2022-01-28,2,18.00
15415,2022-01-28,2,18.00
15416,2022-01-28,2,32.00
15417,2022-01-28,2,138.00
15418,2022-01-28,2,10.00
15419,2022-01-28,2,16.00
15420,2022-01-28,2,12.00
16103,2022-02-01,2,50.40
16101,2022-02-01,2,10.80
16100,2022-02-01,2,16.80
16105,2022-02-01,2,48.20
16106,2022-02-01,2,20.00
16102,2022-02-01,2,25.03
16107,2022-02-01,2,159.20
16104,2022-02-01,2,44.59
16109,2022-02-01,2,48.94
16110,2022-02-01,2,187.40
16111,2022-02-01,2,18.00
16108,2022-02-01,2,56.11
15453,2022-02-02,2,117.00
15448,2022-02-02,2,2.00
15447,2022-02-02,2,48.00
15449,2022-02-02,2,36.00
15450,2022-02-02,2,80.00
15452,2022-02-02,2,40.00
15454,2022-02-02,2,110.00
15455,2022-02-02,2,4.00
15456,2022-02-02,2,20.00
15446,2022-02-02,2,48.00
15437,2022-02-02,2,55.50
15451,2022-02-02,2,40.00
15445,2022-02-02,2,32.00
15444,2022-02-02,2,12.00
15443,2022-02-02,2,4.00
15457,2022-02-02,2,20.00
15442,2022-02-02,2,2.00
15441,2022-02-02,2,40.00
15440,2022-02-02,2,92.00
15438,2022-02-02,2,30.00
15436,2022-02-02,2,18.00
15435,2022-02-02,2,32.00
15434,2022-02-02,2,12.00
15439,2022-02-02,2,48.00
15502,2022-02-04,2,74.00
15500,2022-02-04,2,48.00
15501,2022-02-04,2,30.00
15511,2022-02-04,2,72.00
15519,2022-02-04,2,143.00
15518,2022-02-04,2,80.00
15517,2022-02-04,2,32.00
15516,2022-02-04,2,40.00
15515,2022-02-04,2,90.00
15514,2022-02-04,2,42.00
15520,2022-02-04,2,100.00
15512,2022-02-04,2,32.00
15507,2022-02-04,2,40.00
15510,2022-02-04,2,48.00
15509,2022-02-04,2,12.00
15508,2022-02-04,2,2.00
15506,2022-02-04,2,5.00
15504,2022-02-04,2,32.00
15503,2022-02-04,2,40.00
15499,2022-02-04,2,12.00
15513,2022-02-04,2,2.00
15522,2022-02-04,2,10.00
15505,2022-02-04,2,115.00
15521,2022-02-04,2,10.00
16115,2022-02-08,2,85.40
16112,2022-02-08,2,14.90
16120,2022-02-08,2,21.76
16119,2022-02-08,2,113.00
16118,2022-02-08,2,1.95
16116,2022-02-08,2,32.26
16114,2022-02-08,2,20.70
16113,2022-02-08,2,86.70
16117,2022-02-08,2,4.20
15525,2022-02-09,2,12.00
15524,2022-02-09,2,12.00
15533,2022-02-09,2,12.00
15526,2022-02-09,2,92.50
15527,2022-02-09,2,6.00
15528,2022-02-09,2,54.00
15529,2022-02-09,2,4.00
15530,2022-02-09,2,12.00
15531,2022-02-09,2,12.00
15535,2022-02-09,2,100.00
15534,2022-02-09,2,26.00
15536,2022-02-09,2,117.00
15537,2022-02-09,2,4.00
15538,2022-02-09,2,13.00
15532,2022-02-09,2,36.00
15557,2022-02-11,2,140.00
15558,2022-02-11,2,104.00
15544,2022-02-11,2,48.00
15549,2022-02-11,2,65.00
15555,2022-02-11,2,65.00
15554,2022-02-11,2,28.00
15553,2022-02-11,2,48.00
15551,2022-02-11,2,64.00
15540,2022-02-11,2,64.00
15556,2022-02-11,2,8.00
15548,2022-02-11,2,8.00
15547,2022-02-11,2,12.00
15541,2022-02-11,2,30.00
15545,2022-02-11,2,54.00
15539,2022-02-11,2,12.00
15543,2022-02-11,2,42.00
15542,2022-02-11,2,129.50
15552,2022-02-11,2,48.00
15559,2022-02-11,2,40.00
15560,2022-02-11,2,13.00
15546,2022-02-11,2,2.00
15550,2022-02-11,2,12.00
16127,2022-02-15,2,56.70
16124,2022-02-15,2,49.20
16121,2022-02-15,2,52.20
16122,2022-02-15,2,121.62
16128,2022-02-15,2,142.20
16126,2022-02-15,2,142.20
16123,2022-02-15,2,26.10
16125,2022-02-15,2,49.20
15591,2022-02-16,2,4.00
15589,2022-02-16,2,36.00
15583,2022-02-16,2,69.00
15581,2022-02-16,2,32.00
15571,2022-02-16,2,12.00
15594,2022-02-16,2,32.00
15577,2022-02-16,2,148.00
15579,2022-02-16,2,30.00
15587,2022-02-16,2,40.00
15592,2022-02-16,2,12.00
15598,2022-02-16,2,36.00
15573,2022-02-16,2,32.00
15600,2022-02-16,2,36.00
15596,2022-02-16,2,32.00
15602,2022-02-16,2,40.00
15575,2022-02-16,2,42.00
15611,2022-02-16,2,4.00
15609,2022-02-16,2,90.00
15607,2022-02-16,2,130.00
15605,2022-02-16,2,40.00
15604,2022-02-16,2,8.00
15580,2022-02-18,2,40.00
15582,2022-02-18,2,72.00
15578,2022-02-18,2,111.00
15584,2022-02-18,2,69.00
15586,2022-02-18,2,21.00
15588,2022-02-18,2,40.00
15590,2022-02-18,2,24.00
15593,2022-02-18,2,24.00
15597,2022-02-18,2,72.00
15599,2022-02-18,2,36.00
15601,2022-02-18,2,24.00
15603,2022-02-18,2,40.00
15595,2022-02-18,2,48.00
15574,2022-02-18,2,48.00
15572,2022-02-18,2,24.00
15606,2022-02-18,2,70.00
15608,2022-02-18,2,143.00
15610,2022-02-18,2,100.00
15576,2022-02-18,2,42.00
15585,2022-02-18,2,5.00
16135,2022-02-22,2,93.00
16143,2022-02-22,2,15.00
16142,2022-02-22,2,90.00
16141,2022-02-22,2,105.50
16140,2022-02-22,2,2.90
16139,2022-02-22,2,94.50
16138,2022-02-22,2,23.00
16130,2022-02-22,2,98.50
16136,2022-02-22,2,70.10
16129,2022-02-22,2,33.40
16134,2022-02-22,2,3.00
16133,2022-02-22,2,31.50
16132,2022-02-22,2,4.50
16137,2022-02-22,2,12.00
16131,2022-02-22,2,11.60
15634,2022-02-23,2,54.00
15641,2022-02-23,2,120.00
15627,2022-02-23,2,2.00
15628,2022-02-23,2,2.00
15629,2022-02-23,2,10.00
15630,2022-02-23,2,10.00
15631,2022-02-23,2,8.00
15614,2022-02-23,2,24.00
15633,2022-02-23,2,80.00
15649,2022-02-23,2,8.00
15635,2022-02-23,2,240.50
15636,2022-02-23,2,50.00
15648,2022-02-23,2,60.00
15612,2022-02-23,2,8.00
15637,2022-02-23,2,40.00
15638,2022-02-23,2,138.00
15632,2022-02-23,2,24.00
15617,2022-02-23,2,81.00
15621,2022-02-23,2,8.00
15620,2022-02-23,2,48.00
15619,2022-02-23,2,26.00
15618,2022-02-23,2,70.00
15623,2022-02-23,2,26.00
15624,2022-02-23,2,8.00
15613,2022-02-23,2,48.00
15626,2022-02-23,2,130.00
15622,2022-02-23,2,30.00
15642,2022-02-23,2,60.00
15616,2022-02-23,2,18.00
15643,2022-02-23,2,24.00
15644,2022-02-23,2,80.00
15645,2022-02-23,2,8.00
15615,2022-02-23,2,74.00
15647,2022-02-23,2,66.00
15625,2022-02-23,2,70.00
15657,2022-02-23,2,20.00
15646,2022-02-23,2,40.00
15656,2022-02-23,2,20.00
15655,2022-02-23,2,6.00
15654,2022-02-23,2,6.00
15653,2022-02-23,2,50.00
15652,2022-02-23,2,260.00
15651,2022-02-23,2,130.00
15650,2022-02-23,2,110.00
15639,2022-02-25,2,5.00
15683,2022-02-25,2,69.00
15697,2022-02-25,2,4.00
15687,2022-02-25,2,36.00
15686,2022-02-25,2,60.00
15640,2022-02-25,2,14.00
15684,2022-02-25,2,2.00
15682,2022-02-25,2,32.00
15699,2022-02-25,2,10.00
15698,2022-02-25,2,10.00
15688,2022-02-25,2,64.00
15693,2022-02-25,2,90.00
15695,2022-02-25,2,40.00
15694,2022-02-25,2,143.00
15681,2022-02-25,2,30.00
15689,2022-02-25,2,32.00
15685,2022-02-25,2,12.00
15696,2022-02-25,2,4.00
15690,2022-02-25,2,36.00
15691,2022-02-25,2,36.00
15678,2022-02-25,2,64.00
15692,2022-02-25,2,50.00
15679,2022-02-25,2,42.00
15680,2022-02-25,2,148.00
16145,2022-03-01,2,17.00
16147,2022-03-01,2,12.75
16151,2022-03-01,2,136.51
16148,2022-03-01,2,10.80
16149,2022-03-01,2,39.80
16150,2022-03-01,2,149.12
16146,2022-03-01,2,147.80
15732,2022-03-04,2,4.00
15723,2022-03-04,2,64.00
15731,2022-03-04,2,4.00
15730,2022-03-04,2,40.00
15724,2022-03-04,2,24.00
15729,2022-03-04,2,143.00
15727,2022-03-04,2,8.00
15718,2022-03-04,2,30.00
15725,2022-03-04,2,30.00
15726,2022-03-04,2,96.00
15722,2022-03-04,2,96.00
15728,2022-03-04,2,80.00
15719,2022-03-04,2,14.00
15717,2022-03-04,2,111.00
15716,2022-03-04,2,24.00
15715,2022-03-04,2,64.00
15720,2022-03-04,2,70.00
15721,2022-03-04,2,10.00
16154,2022-03-08,2,60.80
16159,2022-03-08,2,112.95
16157,2022-03-08,2,31.20
16155,2022-03-08,2,22.05
16158,2022-03-08,2,88.20
16153,2022-03-08,2,33.96
16156,2022-03-08,2,78.00
15741,2022-03-09,2,24.00
15738,2022-03-09,2,12.00
15737,2022-03-09,2,20.00
15739,2022-03-09,2,32.00
15740,2022-03-09,2,42.00
15736,2022-03-09,2,12.00
15742,2022-03-09,2,12.00
15743,2022-03-09,2,20.00
15744,2022-03-09,2,104.00
15745,2022-03-09,2,30.00
15733,2022-03-09,2,12.00
15735,2022-03-09,2,12.00
15734,2022-03-09,2,32.00
15761,2022-03-11,2,48.00
15765,2022-03-11,2,48.00
15770,2022-03-11,2,2.00
15769,2022-03-11,2,2.00
15768,2022-03-11,2,40.00
15759,2022-03-11,2,48.00
15766,2022-03-11,2,120.00
15749,2022-03-11,2,12.00
15764,2022-03-11,2,36.00
15763,2022-03-11,2,32.00
15762,2022-03-11,2,36.00
15750,2022-03-11,2,48.00
15758,2022-03-11,2,50.00
15757,2022-03-11,2,7.00
15756,2022-03-11,2,5.00
15755,2022-03-11,2,69.00
15754,2022-03-11,2,32.00
15753,2022-03-11,2,40.00
15752,2022-03-11,2,129.50
15751,2022-03-11,2,36.00
15760,2022-03-11,2,12.00
15767,2022-03-11,2,130.00
16171,2022-03-15,2,83.00
16169,2022-03-15,2,120.90
16168,2022-03-15,2,1.68
16167,2022-03-15,2,120.90
16166,2022-03-15,2,38.40
16165,2022-03-15,2,64.34
16164,2022-03-15,2,16.35
16163,2022-03-15,2,120.90
16161,2022-03-15,2,29.00
16162,2022-03-15,2,3.80
15780,2022-03-16,2,24.00
15771,2022-03-16,2,12.00
15772,2022-03-16,2,16.00
15773,2022-03-16,2,18.00
15774,2022-03-16,2,111.00
15775,2022-03-16,2,69.00
15776,2022-03-16,2,80.00
15777,2022-03-16,2,39.00
15789,2022-03-16,2,50.00
15779,2022-03-16,2,16.00
15788,2022-03-16,2,50.00
15781,2022-03-16,2,24.00
15782,2022-03-16,2,39.00
15783,2022-03-16,2,12.00
15784,2022-03-16,2,50.00
15785,2022-03-16,2,104.00
15786,2022-03-16,2,2.00
15787,2022-03-16,2,2.00
15778,2022-03-16,2,12.00
15803,2022-03-18,2,36.00
15804,2022-03-18,2,72.00
15791,2022-03-18,2,12.00
15792,2022-03-18,2,64.00
15793,2022-03-18,2,24.00
15794,2022-03-18,2,166.50
15795,2022-03-18,2,24.00
15796,2022-03-18,2,115.00
15797,2022-03-18,2,14.00
15798,2022-03-18,2,60.00
15799,2022-03-18,2,72.00
15800,2022-03-18,2,12.00
15801,2022-03-18,2,64.00
15805,2022-03-18,2,90.00
15802,2022-03-18,2,48.00
15806,2022-03-18,2,130.00
15807,2022-03-18,2,50.00
15808,2022-03-18,2,2.00
15809,2022-03-18,2,2.00
15810,2022-03-18,2,40.00
15811,2022-03-18,2,40.00
16176,2022-03-22,2,11.40
16177,2022-03-22,2,31.60
16178,2022-03-22,2,108.40
16179,2022-03-22,2,49.80
16180,2022-03-22,2,103.60
16175,2022-03-22,2,108.40
16174,2022-03-22,2,3.20
15823,2022-03-23,2,30.00
15824,2022-03-23,2,104.00
15812,2022-03-23,2,12.00
15813,2022-03-23,2,92.00
15814,2022-03-23,2,12.00
15815,2022-03-23,2,70.00
15816,2022-03-23,2,40.00
15817,2022-03-23,2,4.00
15818,2022-03-23,2,26.00
15819,2022-03-23,2,12.00
15820,2022-03-23,2,4.00
15822,2022-03-23,2,26.00
15821,2022-03-23,2,18.00
15837,2022-03-25,2,80.00
15843,2022-03-25,2,117.00
15842,2022-03-25,2,80.00
15841,2022-03-25,2,72.00
15840,2022-03-25,2,36.00
15838,2022-03-25,2,18.00
15833,2022-03-25,2,30.00
15836,2022-03-25,2,12.00
15835,2022-03-25,2,72.00
15834,2022-03-25,2,4.00
15844,2022-03-25,2,30.00
15826,2022-03-25,2,80.00
15827,2022-03-25,2,18.00
15828,2022-03-25,2,166.50
15832,2022-03-25,2,50.00
15831,2022-03-25,2,81.00
15825,2022-03-25,2,12.00
15830,2022-03-25,2,14.00
15839,2022-03-25,2,4.00
15829,2022-03-25,2,30.00
16188,2022-03-29,2,135.60
16183,2022-03-29,2,37.00
16184,2022-03-29,2,136.84
16185,2022-03-29,2,11.85
16187,2022-03-29,2,46.71
16189,2022-03-29,2,2.55
16190,2022-03-29,2,135.60
16186,2022-03-29,2,44.60
15854,2022-03-30,2,20.00
15846,2022-03-30,2,30.00
15858,2022-03-30,2,4.00
15857,2022-03-30,2,20.00
15855,2022-03-30,2,48.00
15853,2022-03-30,2,42.00
15852,2022-03-30,2,48.00
15851,2022-03-30,2,4.00
15850,2022-03-30,2,48.00
15849,2022-03-30,2,80.00
15848,2022-03-30,2,6.00
15847,2022-03-30,2,111.00
15845,2022-03-30,2,48.00
15856,2022-03-30,2,130.00
15865,2022-04-01,2,70.00
15864,2022-04-01,2,92.00
15859,2022-04-01,2,12.00
15860,2022-04-01,2,80.00
15861,2022-04-01,2,36.00
15862,2022-04-01,2,148.00
15876,2022-04-01,2,30.00
15863,2022-04-01,2,30.00
15877,2022-04-01,2,4.00
15866,2022-04-01,2,20.00
15875,2022-04-01,2,130.00
15874,2022-04-01,2,70.00
15873,2022-04-01,2,60.00
15871,2022-04-01,2,48.00
15870,2022-04-01,2,80.00
15869,2022-04-01,2,12.00
15868,2022-04-01,2,4.00
15867,2022-04-01,2,60.00
15872,2022-04-01,2,36.00
16200,2022-04-05,2,52.20
16194,2022-04-05,2,126.40
16202,2022-04-05,2,114.44
16195,2022-04-05,2,28.44
16196,2022-04-05,2,45.60
16197,2022-04-05,2,31.60
16201,2022-04-05,2,1.60
16199,2022-04-05,2,126.40
16193,2022-04-05,2,15.20
16198,2022-04-05,2,2.40
15904,2022-04-06,2,96.00
15903,2022-04-06,2,24.00
15894,2022-04-06,2,24.00
15895,2022-04-06,2,96.00
15896,2022-04-06,2,54.00
15897,2022-04-06,2,296.00
15898,2022-04-06,2,70.00
15893,2022-04-06,2,2.00
15901,2022-04-06,2,80.00
15900,2022-04-06,2,170.00
15905,2022-04-06,2,72.00
15907,2022-04-06,2,72.00
15909,2022-04-06,2,234.00
15910,2022-04-06,2,50.00
15911,2022-04-06,2,2.00
15912,2022-04-06,2,2.00
15899,2022-04-06,2,161.00
15879,2022-04-06,2,24.00
15902,2022-04-06,2,72.00
15878,2022-04-06,2,12.00
15892,2022-04-06,2,2.00
15880,2022-04-06,2,148.00
15881,2022-04-06,2,12.00
15882,2022-04-06,2,27.00
15883,2022-04-06,2,120.00
15884,2022-04-06,2,30.00
15889,2022-04-06,2,13.00
15906,2022-04-06,2,54.00
15890,2022-04-06,2,117.00
15888,2022-04-06,2,20.00
15887,2022-04-06,2,18.00
15886,2022-04-06,2,12.00
15885,2022-04-06,2,13.00
15891,2022-04-06,2,20.00
15930,2022-04-08,2,48.00
15918,2022-04-08,2,64.00
15924,2022-04-08,2,40.00
15928,2022-04-08,2,42.00
15927,2022-04-08,2,64.00
15926,2022-04-08,2,12.00
15932,2022-04-08,2,117.00
15925,2022-04-08,2,48.00
15923,2022-04-08,2,60.00
15922,2022-04-08,2,115.00
15921,2022-04-08,2,40.00
15919,2022-04-08,2,42.00
15931,2022-04-08,2,80.00
15917,2022-04-08,2,12.00
15908,2022-04-08,2,80.00
15933,2022-04-08,2,40.00
15920,2022-04-08,2,148.00
15929,2022-04-08,2,40.00
16217,2022-04-12,2,19.00
16212,2022-04-12,2,24.20
16213,2022-04-12,2,140.75
16214,2022-04-12,2,71.90
16215,2022-04-12,2,115.80
16216,2022-04-12,2,129.86
16211,2022-04-12,2,27.00
16210,2022-04-12,2,36.90
16209,2022-04-12,2,103.40
16208,2022-04-12,2,75.04
16207,2022-04-12,2,36.00
16206,2022-04-12,2,111.80
16205,2022-04-12,2,24.20
15935,2022-04-13,2,32.00
15936,2022-04-13,2,111.00
15942,2022-04-13,2,32.00
15938,2022-04-13,2,27.00
15939,2022-04-13,2,20.00
15940,2022-04-13,2,130.00
15941,2022-04-13,2,12.00
15937,2022-04-13,2,18.00
15944,2022-04-13,2,20.00
15945,2022-04-13,2,130.00
15946,2022-04-13,2,20.00
15947,2022-04-13,2,50.00
15934,2022-04-13,2,12.00
15943,2022-04-13,2,60.00
15948,2022-04-13,2,50.00
15971,2022-04-15,2,130.00
15964,2022-04-15,2,20.00
15965,2022-04-15,2,12.00
15966,2022-04-15,2,80.00
15967,2022-04-15,2,48.00
15968,2022-04-15,2,24.00
15963,2022-04-15,2,60.00
15970,2022-04-15,2,90.00
15958,2022-04-15,2,18.00
15972,2022-04-15,2,40.00
15973,2022-04-15,2,2.00
15974,2022-04-15,2,2.00
15975,2022-04-15,2,40.00
15976,2022-04-15,2,40.00
15969,2022-04-15,2,15.00
15962,2022-04-15,2,15.00
15961,2022-04-15,2,115.00
15959,2022-04-15,2,148.00
15957,2022-04-15,2,80.00
15956,2022-04-15,2,12.00
15960,2022-04-15,2,30.00
16227,2022-04-19,2,113.70
16226,2022-04-19,2,10.20
16225,2022-04-19,2,118.70
16224,2022-04-19,2,39.54
16223,2022-04-19,2,10.20
16222,2022-04-19,2,21.00
16221,2022-04-19,2,120.90
16220,2022-04-19,2,35.20
15979,2022-04-20,2,30.00
15988,2022-04-20,2,24.00
15978,2022-04-20,2,32.00
15977,2022-04-20,2,12.00
15994,2022-04-20,2,2.00
15993,2022-04-20,2,2.00
15992,2022-04-20,2,90.00
15991,2022-04-20,2,130.00
15989,2022-04-20,2,4.00
15987,2022-04-20,2,32.00
15986,2022-04-20,2,12.00
15985,2022-04-20,2,4.00
15984,2022-04-20,2,20.00
15983,2022-04-20,2,40.00
15982,2022-04-20,2,92.00
15981,2022-04-20,2,30.00
15980,2022-04-20,2,129.50
15990,2022-04-20,2,36.00
15997,2022-04-22,2,130.00
16001,2022-04-22,2,4.00
16008,2022-04-22,2,2.00
16003,2022-04-22,2,4.00
16002,2022-04-22,2,12.00
16007,2022-04-22,2,90.00
15995,2022-04-22,2,12.00
16006,2022-04-22,2,130.00
16009,2022-04-22,2,2.00
15998,2022-04-22,2,18.00
16005,2022-04-22,2,80.00
16004,2022-04-22,2,20.00
15996,2022-04-22,2,48.00
16000,2022-04-22,2,20.00
15999,2022-04-22,2,54.00
16230,2022-04-26,2,5.10
16231,2022-04-26,2,159.40
16232,2022-04-26,2,33.15
16233,2022-04-26,2,15.20
16234,2022-04-26,2,45.23
16236,2022-04-26,2,159.40
16237,2022-04-26,2,56.71
16238,2022-04-26,2,145.20
16235,2022-04-26,2,58.50
16018,2022-04-27,2,30.00
16020,2022-04-27,2,117.00
16019,2022-04-27,2,40.00
16010,2022-04-27,2,12.00
16017,2022-04-27,2,10.00
16016,2022-04-27,2,12.00
16015,2022-04-27,2,10.00
16014,2022-04-27,2,30.00
16013,2022-04-27,2,54.00
16012,2022-04-27,2,36.00
16011,2022-04-27,2,129.00
16021,2022-04-27,2,30.00
16241,2022-04-29,2,186.00
16251,2022-04-29,2,143.00
16250,2022-04-29,2,30.00
16247,2022-04-29,2,36.00
16249,2022-04-29,2,60.00
16252,2022-04-29,2,40.00
16248,2022-04-29,2,80.00
16246,2022-04-29,2,6.00
16245,2022-04-29,2,80.00
16244,2022-04-29,2,40.00
16242,2022-04-29,2,50.00
16240,2022-04-29,2,24.00
16239,2022-04-29,2,80.00
16243,2022-04-29,2,115.00
16398,2022-05-03,2,80.00
16405,2022-05-03,2,68.80
16404,2022-05-03,2,106.60
16402,2022-05-03,2,22.20
16401,2022-05-03,2,14.40
16400,2022-05-03,2,110.92
16399,2022-05-03,2,33.72
16403,2022-05-03,2,108.20
16266,2022-05-04,2,130.00
16263,2022-05-04,2,6.00
16269,2022-05-04,2,2.00
16268,2022-05-04,2,2.00
16267,2022-05-04,2,90.00
16258,2022-05-04,2,92.00
16253,2022-05-04,2,12.00
16254,2022-05-04,2,32.00
16255,2022-05-04,2,36.00
16265,2022-05-04,2,70.00
16257,2022-05-04,2,30.00
16259,2022-05-04,2,30.00
16260,2022-05-04,2,10.00
16261,2022-05-04,2,12.00
16262,2022-05-04,2,32.00
16264,2022-05-04,2,30.00
16256,2022-05-04,2,148.00
16283,2022-05-06,2,117.00
16274,2022-05-06,2,40.00
16286,2022-05-06,2,2.00
16285,2022-05-06,2,2.00
16284,2022-05-06,2,80.00
16270,2022-05-06,2,12.00
16276,2022-05-06,2,20.00
16282,2022-05-06,2,60.00
16271,2022-05-06,2,80.00
16273,2022-05-06,2,129.50
16275,2022-05-06,2,115.00
16277,2022-05-06,2,12.00
16278,2022-05-06,2,80.00
16279,2022-05-06,2,6.00
16280,2022-05-06,2,30.00
16281,2022-05-06,2,60.00
16272,2022-05-06,2,42.00
16407,2022-05-10,2,124.00
16415,2022-05-10,2,111.14
16414,2022-05-10,2,13.05
16413,2022-05-10,2,84.36
16412,2022-05-10,2,96.40
16411,2022-05-10,2,17.40
16410,2022-05-10,2,13.05
16408,2022-05-10,2,17.40
16409,2022-05-10,2,133.20
16297,2022-05-11,2,30.00
16288,2022-05-11,2,6.00
16300,2022-05-11,2,2.00
16298,2022-05-11,2,8.00
16296,2022-05-11,2,130.00
16299,2022-05-11,2,2.00
16295,2022-05-11,2,10.00
16294,2022-05-11,2,6.00
16293,2022-05-11,2,32.00
16292,2022-05-11,2,8.00
16291,2022-05-11,2,30.00
16289,2022-05-11,2,92.00
16287,2022-05-11,2,32.00
16290,2022-05-11,2,2040.00
16304,2022-05-13,2,166.50
16301,2022-05-13,2,12.00
16306,2022-05-13,2,40.00
16307,2022-05-13,2,4.00
16308,2022-05-13,2,12.00
16309,2022-05-13,2,80.00
16310,2022-05-13,2,40.00
16311,2022-05-13,2,70.00
16312,2022-05-13,2,143.00
16313,2022-05-13,2,60.00
16314,2022-05-13,2,4.00
16302,2022-05-13,2,80.00
16315,2022-05-13,2,2.00
16303,2022-05-13,2,36.00
16316,2022-05-13,2,2.00
16305,2022-05-13,2,36.00
16424,2022-05-17,2,98.20
16418,2022-05-17,2,31.80
16419,2022-05-17,2,126.29
16420,2022-05-17,2,31.80
16422,2022-05-17,2,1.82
